RowNr,RD,RA,CD,CA,AL,FNR,SNR,DEP,ARR,STD,DDC,STA,ADC,Mo,Tu,We,Th,Fr,Sa,So,ACtype,ACtypefullname,AG,AGfullname,Start_Op,End_Op
30412,EU,EU,DE,NO,LH,LH2454,0,MUC,OSL,1600,0,1810,0,,,,,5,,,CR9,CanadairRegionalJet900,O,Others,23OCT20,23OCT20
30421,EU,EU,DE,NO,LH,LH2454,0,MUC,OSL,1640,0,1855,0,,,,,,,7,CR9,CanadairRegionalJet900,O,Others,25OCT20,25OCT20
30437,EU,EU,DE,NO,LH,LH2454,0,MUC,OSL,1540,0,1755,0,,,3,,,,,E95,EmbraerERJ195,O,Others,28OCT20,28OCT20
30438,EU,EU,DE,NO,LH,LH2454,0,MUC,OSL,1540,0,1755,0,,,,,5,,,CR9,CanadairRegionalJet900,O,Others,30OCT20,30OCT20
30439,EU,EU,DE,NO,LH,LH2454,0,MUC,OSL,1640,0,1855,0,,,,,,,7,319,AirbusA319,O,Others,01NOV20,01NOV20
30441,EU,EU,DE,NO,LH,LH2454,0,MUC,OSL,1540,0,1755,0,1,,,,,,,E95,EmbraerERJ195,O,Others,02NOV20,22MAR21
30442,EU,EU,DE,NO,LH,LH2454,0,MUC,OSL,1540,0,1755,0,,,3,,,,,E95,EmbraerERJ195,O,Others,04NOV20,04NOV20
30448,EU,EU,DE,NO,LH,LH2454,0,MUC,OSL,1540,0,1755,0,,,,,5,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,06NOV20,06NOV20
30453,EU,EU,DE,NO,LH,LH2454,0,MUC,OSL,1540,0,1755,0,1,,,,,,,32A,AirbusA320div.Typ.,W,PAXULD,26OCT20,26OCT20
30454,EU,EU,DE,NO,LH,LH2454,0,MUC,OSL,1640,0,1855,0,,,,,,,7,CR9,CanadairRegionalJet900,O,Others,08NOV20,08NOV20
30455,EU,EU,DE,NO,LH,LH2454,0,MUC,OSL,1600,0,1810,0,,,,,,,7,CR9,CanadairRegionalJet900,O,Others,18OCT20,18OCT20
30456,EU,EU,DE,NO,LH,LH2454,0,MUC,OSL,1540,0,1755,0,,,3,,,,,E95,EmbraerERJ195,O,Others,11NOV20,11NOV20
30461,EU,EU,NO,DE,LH,LH2455,0,OSL,MUC,1900,0,2115,0,,,3,,,,,CR9,CanadairRegionalJet900,O,Others,14OCT20,14OCT20
30462,EU,EU,NO,DE,LH,LH2455,0,OSL,MUC,1900,0,2115,0,,,,,5,,,CR9,CanadairRegionalJet900,O,Others,16OCT20,16OCT20
30463,EU,EU,NO,DE,LH,LH2455,0,OSL,MUC,1900,0,2115,0,1,,,,,,,CR9,CanadairRegionalJet900,O,Others,19OCT20,19OCT20
30464,EU,EU,NO,DE,LH,LH2455,0,OSL,MUC,1900,0,2115,0,,,3,,,,,CR9,CanadairRegionalJet900,O,Others,21OCT20,21OCT20
30465,EU,EU,NO,DE,LH,LH2455,0,OSL,MUC,1900,0,2115,0,,,,,5,,,CR9,CanadairRegionalJet900,O,Others,23OCT20,23OCT20
30466,EU,EU,NO,DE,LH,LH2455,0,OSL,MUC,1940,0,2200,0,,,,,,,7,CR9,CanadairRegionalJet900,O,Others,25OCT20,25OCT20
30495,EU,EU,NO,DE,LH,LH2455,0,OSL,MUC,1840,0,2105,0,,,3,,,,,E95,EmbraerERJ195,O,Others,28OCT20,28OCT20
30496,EU,EU,NO,DE,LH,LH2455,0,OSL,MUC,1840,0,2105,0,,,,,5,,,CR9,CanadairRegionalJet900,O,Others,30OCT20,30OCT20
30497,EU,EU,NO,DE,LH,LH2455,0,OSL,MUC,1940,0,2200,0,,,,,,,7,319,AirbusA319,O,Others,01NOV20,01NOV20
30498,EU,EU,NO,DE,LH,LH2455,0,OSL,MUC,1840,0,2105,0,1,,,,,,,E95,EmbraerERJ195,O,Others,02NOV20,09NOV20
30502,EU,EU,NO,DE,LH,LH2455,0,OSL,MUC,1840,0,2105,0,,,3,,,,,E95,EmbraerERJ195,O,Others,04NOV20,04NOV20
30504,EU,EU,NO,DE,LH,LH2455,0,OSL,MUC,1840,0,2105,0,,,,,5,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,06NOV20,06NOV20
30505,EU,EU,NO,DE,LH,LH2455,0,OSL,MUC,1840,0,2105,0,1,,,,,,,32A,AirbusA320div.Typ.,W,PAXULD,26OCT20,26OCT20
30506,EU,EU,NO,DE,LH,LH2455,0,OSL,MUC,1940,0,2200,0,,,,,,,7,CR9,CanadairRegionalJet900,O,Others,08NOV20,08NOV20
30507,EU,EU,NO,DE,LH,LH2455,0,OSL,MUC,1900,0,2115,0,,,,,,,7,CR9,CanadairRegionalJet900,O,Others,18OCT20,18OCT20
30508,EU,EU,NO,DE,LH,LH2455,0,OSL,MUC,1840,0,2105,0,,,3,,,,,E95,EmbraerERJ195,O,Others,11NOV20,11NOV20
30537,EU,EU,DE,FI,LH,LH2460,0,MUC,HEL,0840,0,1205,0,,,,4,,6,,320,AirbusA320-100/200,W,PAXULD,15OCT20,17OCT20
30540,EU,EU,DE,FI,LH,LH2460,0,MUC,HEL,0840,0,1205,0,,,3,,,,,CR9,CanadairRegionalJet900,O,Others,14OCT20,14OCT20
30541,EU,EU,DE,FI,LH,LH2460,0,MUC,HEL,0840,0,1205,0,,,,,5,,,CR9,CanadairRegionalJet900,O,Others,16OCT20,16OCT20
30542,EU,EU,DE,FI,LH,LH2460,0,MUC,HEL,0840,0,1205,0,,,,,,,7,CR9,CanadairRegionalJet900,O,Others,18OCT20,18OCT20
30543,EU,EU,DE,FI,LH,LH2460,0,MUC,HEL,0840,0,1205,0,,,3,,,,,CR9,CanadairRegionalJet900,O,Others,21OCT20,21OCT20
30544,EU,EU,DE,FI,LH,LH2460,0,MUC,HEL,0840,0,1205,0,,,,,5,,,CR9,CanadairRegionalJet900,O,Others,23OCT20,23OCT20
30583,EU,EU,DE,FI,LH,LH2460,0,MUC,HEL,0820,0,1150,0,1,,,,,,,319,AirbusA319,O,Others,26OCT20,26OCT20
30586,EU,EU,DE,FI,LH,LH2460,0,MUC,HEL,0820,0,1150,0,,,,,5,,,CR9,CanadairRegionalJet900,O,Others,30OCT20,30OCT20
30587,EU,EU,DE,FI,LH,LH2460,0,MUC,HEL,0820,0,1150,0,,,3,,,,,CR9,CanadairRegionalJet900,O,Others,28OCT20,28OCT20
30588,EU,EU,DE,FI,LH,LH2460,0,MUC,HEL,0820,0,1150,0,,,,,,6,,319,AirbusA319,O,Others,31OCT20,31OCT20
30595,EU,EU,DE,FI,LH,LH2460,0,MUC,HEL,0820,0,1150,0,,,,,5,,,319,AirbusA319,O,Others,06NOV20,06NOV20
30596,EU,EU,DE,FI,LH,LH2460,0,MUC,HEL,0820,0,1150,0,1,,,,,,,319,AirbusA319,O,Others,02NOV20,02NOV20
30597,EU,EU,DE,FI,LH,LH2460,0,MUC,HEL,0820,0,1150,0,,,3,,,,,CR9,CanadairRegionalJet900,O,Others,04NOV20,04NOV20
30598,EU,EU,DE,FI,LH,LH2460,0,MUC,HEL,0820,0,1150,0,,,,,,6,,E95,EmbraerERJ195,O,Others,07NOV20,07NOV20
30600,EU,EU,DE,FI,LH,LH2460,0,MUC,HEL,0820,0,1150,0,1,,,,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,09NOV20,09NOV20
30601,EU,EU,DE,FI,LH,LH2460,0,MUC,HEL,0820,0,1150,0,,,3,,,,,CR9,CanadairRegionalJet900,O,Others,11NOV20,11NOV20
30602,EU,EU,FI,DE,LH,LH2461,0,HEL,MUC,1250,0,1420,0,,,,4,,,,320,AirbusA320-100/200,W,PAXULD,22OCT20,22OCT20
30603,EU,EU,FI,DE,LH,LH2461,0,HEL,MUC,1250,0,1420,0,,,,4,,6,,320,AirbusA320-100/200,W,PAXULD,15OCT20,17OCT20
30612,EU,EU,FI,DE,LH,LH2461,0,HEL,MUC,1250,0,1420,0,,,3,,,,,CR9,CanadairRegionalJet900,O,Others,14OCT20,14OCT20
30613,EU,EU,FI,DE,LH,LH2461,0,HEL,MUC,1250,0,1420,0,,,,,5,,,CR9,CanadairRegionalJet900,O,Others,16OCT20,16OCT20
30614,EU,EU,FI,DE,LH,LH2461,0,HEL,MUC,1250,0,1420,0,,,,,,,7,CR9,CanadairRegionalJet900,O,Others,18OCT20,18OCT20
30615,EU,EU,FI,DE,LH,LH2461,0,HEL,MUC,1250,0,1420,0,,,3,,,,,CR9,CanadairRegionalJet900,O,Others,21OCT20,21OCT20
30616,EU,EU,FI,DE,LH,LH2461,0,HEL,MUC,1250,0,1420,0,,,,,5,,,CR9,CanadairRegionalJet900,O,Others,23OCT20,23OCT20
30642,EU,EU,FI,DE,LH,LH2461,0,HEL,MUC,1235,0,1415,0,,,,,,6,,319,AirbusA319,O,Others,31OCT20,31OCT20
30646,EU,EU,FI,DE,LH,LH2461,0,HEL,MUC,1235,0,1415,0,1,,,,,,,319,AirbusA319,O,Others,02NOV20,02NOV20
30647,EU,EU,FI,DE,LH,LH2461,0,HEL,MUC,1235,0,1415,0,1,,,,,,,319,AirbusA319,O,Others,26OCT20,26OCT20
30650,EU,EU,FI,DE,LH,LH2461,0,HEL,MUC,1235,0,1415,0,,,,,5,,,CR9,CanadairRegionalJet900,O,Others,30OCT20,30OCT20
30651,EU,EU,FI,DE,LH,LH2461,0,HEL,MUC,1235,0,1415,0,,,3,,,,,CR9,CanadairRegionalJet900,O,Others,28OCT20,28OCT20
30652,EU,EU,FI,DE,LH,LH2461,0,HEL,MUC,1235,0,1415,0,,,,,5,,,319,AirbusA319,O,Others,06NOV20,06NOV20
30679,EU,EU,FI,DE,LH,LH2461,0,HEL,MUC,1235,0,1415,0,,,3,,,,,CR9,CanadairRegionalJet900,O,Others,04NOV20,04NOV20
30680,EU,EU,FI,DE,LH,LH2461,0,HEL,MUC,1235,0,1415,0,,,,,,6,,E95,EmbraerERJ195,O,Others,07NOV20,07NOV20
30682,EU,EU,FI,DE,LH,LH2461,0,HEL,MUC,1235,0,1415,0,1,,,,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,09NOV20,09NOV20
30683,EU,EU,FI,DE,LH,LH2461,0,HEL,MUC,1235,0,1415,0,,,3,,,,,CR9,CanadairRegionalJet900,O,Others,11NOV20,11NOV20
30712,EU,EU,DE,FI,LH,LH2462,0,MUC,HEL,1445,0,1815,0,,,,,,,7,E95,EmbraerERJ195,O,Others,25OCT20,25OCT20
30717,EU,EU,DE,FI,LH,LH2462,0,MUC,HEL,1525,0,1855,0,,2,,,,,,CR9,CanadairRegionalJet900,O,Others,27OCT20,27OCT20
30718,EU,EU,DE,FI,LH,LH2462,0,MUC,HEL,1525,0,1855,0,,,,4,,,,CR9,CanadairRegionalJet900,O,Others,29OCT20,29OCT20
30719,EU,EU,DE,FI,LH,LH2462,0,MUC,HEL,1525,0,1855,0,,2,,,,,,CR9,CanadairRegionalJet900,O,Others,03NOV20,03NOV20
30720,EU,EU,DE,FI,LH,LH2462,0,MUC,HEL,1525,0,1855,0,,,,4,,,,CR9,CanadairRegionalJet900,O,Others,12NOV20,12NOV20
30737,EU,EU,DE,FI,LH,LH2462,0,MUC,HEL,1525,0,1855,0,,,,4,,,,E95,EmbraerERJ195,O,Others,05NOV20,05NOV20
30739,EU,EU,DE,FI,LH,LH2462,0,MUC,HEL,1445,0,1815,0,,,,,,,7,319,AirbusA319,O,Others,01NOV20,01NOV20
30740,EU,EU,DE,FI,LH,LH2462,0,MUC,HEL,1445,0,1815,0,,,,,,,7,E95,EmbraerERJ195,O,Others,08NOV20,08NOV20
30742,EU,EU,DE,FI,LH,LH2462,0,MUC,HEL,1525,0,1855,0,,2,,,,,,CR9,CanadairRegionalJet900,O,Others,10NOV20,10NOV20
30767,EU,EU,FI,DE,LH,LH2463,0,HEL,MUC,1940,0,2120,0,,2,,4,,,,CR9,CanadairRegionalJet900,O,Others,27OCT20,29OCT20
30768,EU,EU,FI,DE,LH,LH2463,0,HEL,MUC,1900,0,2040,0,,,,,,,7,E95,EmbraerERJ195,O,Others,25OCT20,25OCT20
30769,EU,EU,FI,DE,LH,LH2463,0,HEL,MUC,1900,0,2040,0,,,,,,,7,319,AirbusA319,O,Others,01NOV20,01NOV20
30771,EU,EU,FI,DE,LH,LH2463,0,HEL,MUC,1940,0,2120,0,,2,,,,,,CR9,CanadairRegionalJet900,O,Others,03NOV20,03NOV20
30772,EU,EU,FI,DE,LH,LH2463,0,HEL,MUC,1940,0,2120,0,,2,,4,,,,CR9,CanadairRegionalJet900,O,Others,12NOV20,17NOV20
30777,EU,EU,FI,DE,LH,LH2463,0,HEL,MUC,1940,0,2120,0,,,,4,,,,E95,EmbraerERJ195,O,Others,05NOV20,05NOV20
30779,EU,EU,FI,DE,LH,LH2463,0,HEL,MUC,1900,0,2040,0,,,,,,,7,E95,EmbraerERJ195,O,Others,08NOV20,08NOV20
30781,EU,EU,FI,DE,LH,LH2463,0,HEL,MUC,1940,0,2120,0,,2,,,,,,CR9,CanadairRegionalJet900,O,Others,10NOV20,10NOV20
30785,EU,EU,DE,FI,LH,LH2464,0,MUC,HEL,1530,0,1855,0,,,,4,,,,CR9,CanadairRegionalJet900,O,Others,15OCT20,15OCT20
30786,EU,EU,DE,FI,LH,LH2464,0,MUC,HEL,1535,0,1900,0,,,,,,6,,CR9,CanadairRegionalJet900,O,Others,17OCT20,17OCT20
30787,EU,EU,DE,FI,LH,LH2464,0,MUC,HEL,1530,0,1855,0,,2,,,,,,CR9,CanadairRegionalJet900,O,Others,20OCT20,20OCT20
30788,EU,EU,DE,FI,LH,LH2464,0,MUC,HEL,1530,0,1855,0,,,,4,,,,CR9,CanadairRegionalJet900,O,Others,22OCT20,22OCT20
30789,EU,EU,DE,FI,LH,LH2464,0,MUC,HEL,1535,0,1900,0,,,,,,6,,CR9,CanadairRegionalJet900,O,Others,24OCT20,24OCT20
30790,EU,EU,DE,FI,LH,LH2464,0,MUC,HEL,1530,0,1855,0,,2,,,,,,CR9,CanadairRegionalJet900,O,Others,13OCT20,13OCT20
30791,EU,EU,FI,DE,LH,LH2465,0,HEL,MUC,1940,0,2110,0,,,3,,,,,320,AirbusA320-100/200,W,PAXULD,14OCT20,14OCT20
30792,EU,EU,FI,DE,LH,LH2465,0,HEL,MUC,1940,0,2110,0,,,3,,,,,320,AirbusA320-100/200,W,PAXULD,21OCT20,21OCT20
30796,EU,EU,FI,DE,LH,LH2465,0,HEL,MUC,1940,0,2110,0,,,,4,,,,CR9,CanadairRegionalJet900,O,Others,15OCT20,15OCT20
30797,EU,EU,FI,DE,LH,LH2465,0,HEL,MUC,1945,0,2115,0,,,,,,6,,CR9,CanadairRegionalJet900,O,Others,17OCT20,17OCT20
30798,EU,EU,FI,DE,LH,LH2465,0,HEL,MUC,1940,0,2110,0,,2,,,,,,CR9,CanadairRegionalJet900,O,Others,20OCT20,20OCT20
30799,EU,EU,FI,DE,LH,LH2465,0,HEL,MUC,1940,0,2110,0,,,,4,,,,CR9,CanadairRegionalJet900,O,Others,22OCT20,22OCT20
30800,EU,EU,FI,DE,LH,LH2465,0,HEL,MUC,1945,0,2115,0,,,,,,6,,CR9,CanadairRegionalJet900,O,Others,24OCT20,24OCT20
30801,EU,EU,FI,DE,LH,LH2465,0,HEL,MUC,1940,0,2110,0,,2,,,,,,CR9,CanadairRegionalJet900,O,Others,13OCT20,13OCT20
30834,EU,EU,DE,GB,LH,LH2470,0,MUC,LHR,0645,0,0745,0,,,3,,5,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,21OCT20,23OCT20
30838,EU,EU,DE,GB,LH,LH2470,0,MUC,LHR,0645,0,0745,0,,,3,,5,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,14OCT20,16OCT20
30839,EU,EU,DE,GB,LH,LH2470,0,MUC,LHR,0700,0,0805,0,,2,,,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,03NOV20,10NOV20
30840,EU,EU,DE,GB,LH,LH2470,0,MUC,LHR,0700,0,0805,0,,2,,,,6,7,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,25OCT20,31OCT20
30841,EU,EU,DE,GB,LH,LH2470,0,MUC,LHR,0700,0,0805,0,1,,3,,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,02NOV20,11NOV20
30843,EU,EU,DE,GB,LH,LH2470,0,MUC,LHR,0700,0,0805,0,1,,3,4,5,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,26OCT20,30OCT20
30858,EU,EU,DE,GB,LH,LH2470,0,MUC,LHR,0645,0,0745,0,1,2,,4,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,19OCT20,22OCT20
30859,EU,EU,DE,GB,LH,LH2470,0,MUC,LHR,0645,0,0745,0,,,,,,6,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,17OCT20,24OCT20
30861,EU,EU,GB,DE,LH,LH2471,0,LHR,MUC,0830,0,1120,0,,,3,,5,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,21OCT20,23OCT20
30874,EU,EU,GB,DE,LH,LH2471,0,LHR,MUC,0845,0,1135,0,1,,3,4,5,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,26OCT20,30OCT20
30877,EU,EU,GB,DE,LH,LH2471,0,LHR,MUC,0830,0,1120,0,,,3,,5,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,14OCT20,16OCT20
30878,EU,EU,GB,DE,LH,LH2471,0,LHR,MUC,0845,0,1135,0,,2,,,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,03NOV20,10NOV20
30881,EU,EU,GB,DE,LH,LH2471,0,LHR,MUC,0845,0,1135,0,,2,,,,6,7,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,25OCT20,31OCT20
30890,EU,EU,GB,DE,LH,LH2471,0,LHR,MUC,0845,0,1135,0,1,,3,,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,09NOV20,11NOV20
30891,EU,EU,GB,DE,LH,LH2471,0,LHR,MUC,0845,0,1135,0,1,,3,,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,02NOV20,04NOV20
30896,EU,EU,GB,DE,LH,LH2471,0,LHR,MUC,0830,0,1120,0,1,2,,4,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,19OCT20,22OCT20
30897,EU,EU,GB,DE,LH,LH2471,0,LHR,MUC,0830,0,1120,0,,,,,,6,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,17OCT20,24OCT20
30903,EU,EU,DE,GB,LH,LH2474,0,MUC,LHR,1150,0,1250,0,,,,,5,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,23OCT20,23OCT20
30904,EU,EU,DE,GB,LH,LH2474,0,MUC,LHR,1150,0,1250,0,,,,4,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,22OCT20,22OCT20
30905,EU,EU,DE,GB,LH,LH2474,0,MUC,LHR,1150,0,1250,0,,,,,5,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,16OCT20,16OCT20
30906,EU,EU,DE,GB,LH,LH2474,0,MUC,LHR,1155,0,1300,0,,,,4,5,6,7,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,29OCT20,01NOV20
30908,EU,EU,DE,GB,LH,LH2474,0,MUC,LHR,1155,0,1300,0,,,,,,,7,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,25OCT20,25OCT20
30910,EU,EU,DE,GB,LH,LH2474,0,MUC,LHR,1155,0,1300,0,,,3,,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,28OCT20,04NOV20
30911,EU,EU,DE,GB,LH,LH2474,0,MUC,LHR,1155,0,1300,0,1,,,,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,26OCT20,26OCT20
30912,EU,EU,DE,GB,LH,LH2474,0,MUC,LHR,1155,0,1300,0,,2,,,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,27OCT20,27OCT20
30921,EU,EU,DE,GB,LH,LH2474,0,MUC,LHR,1155,0,1300,0,1,,,,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,02NOV20,09NOV20
30922,EU,EU,DE,GB,LH,LH2474,0,MUC,LHR,1155,0,1300,0,,2,,,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,03NOV20,10NOV20
30923,EU,EU,DE,GB,LH,LH2474,0,MUC,LHR,1155,0,1300,0,,,,4,5,6,7,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,05NOV20,08NOV20
30924,EU,EU,DE,GB,LH,LH2474,0,MUC,LHR,1150,0,1250,0,,,,4,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,15OCT20,15OCT20
30926,EU,EU,DE,GB,LH,LH2474,0,MUC,LHR,1150,0,1250,0,1,,3,,,6,7,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,14OCT20,24OCT20
30927,EU,EU,DE,GB,LH,LH2474,0,MUC,LHR,1155,0,1300,0,,,3,,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,11NOV20,18NOV20
30928,EU,EU,DE,GB,LH,LH2474,0,MUC,LHR,1150,0,1250,0,,2,,,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,20OCT20,20OCT20
30929,EU,EU,DE,GB,LH,LH2474,0,MUC,LHR,1150,0,1250,0,,2,,,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,13OCT20,13OCT20
30933,EU,EU,GB,DE,LH,LH2475,0,LHR,MUC,1350,0,1640,0,,,,,5,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,16OCT20,16OCT20
30934,EU,EU,GB,DE,LH,LH2475,0,LHR,MUC,1350,0,1640,0,,2,,,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,20OCT20,20OCT20
30935,EU,EU,GB,DE,LH,LH2475,0,LHR,MUC,1350,0,1640,0,,,,4,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,22OCT20,22OCT20
30936,EU,EU,GB,DE,LH,LH2475,0,LHR,MUC,1350,0,1640,0,,,,,5,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,23OCT20,23OCT20
30937,EU,EU,GB,DE,LH,LH2475,0,LHR,MUC,1350,0,1640,0,,,3,,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,28OCT20,28OCT20
30938,EU,EU,GB,DE,LH,LH2475,0,LHR,MUC,1350,0,1640,0,1,,,,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,26OCT20,26OCT20
30939,EU,EU,GB,DE,LH,LH2475,0,LHR,MUC,1350,0,1640,0,,2,,4,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,27OCT20,29OCT20
30941,EU,EU,GB,DE,LH,LH2475,0,LHR,MUC,1350,0,1640,0,,,,,,,7,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,25OCT20,25OCT20
30947,EU,EU,GB,DE,LH,LH2475,0,LHR,MUC,1350,0,1640,0,,,,,5,6,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,30OCT20,31OCT20
30948,EU,EU,GB,DE,LH,LH2475,0,LHR,MUC,1350,0,1640,0,,,,,,,7,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,01NOV20,01NOV20
30949,EU,EU,GB,DE,LH,LH2475,0,LHR,MUC,1350,0,1640,0,1,,,,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,02NOV20,09NOV20
30950,EU,EU,GB,DE,LH,LH2475,0,LHR,MUC,1350,0,1640,0,,2,,4,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,03NOV20,10NOV20
30951,EU,EU,GB,DE,LH,LH2475,0,LHR,MUC,1350,0,1640,0,,,3,,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,04NOV20,04NOV20
30952,EU,EU,GB,DE,LH,LH2475,0,LHR,MUC,1350,0,1640,0,,,,,5,6,7,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,06NOV20,08NOV20
30953,EU,EU,GB,DE,LH,LH2475,0,LHR,MUC,1350,0,1640,0,,,,4,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,15OCT20,15OCT20
30958,EU,EU,GB,DE,LH,LH2475,0,LHR,MUC,1350,0,1640,0,1,,3,,,6,7,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,14OCT20,24OCT20
30959,EU,EU,GB,DE,LH,LH2475,0,LHR,MUC,1350,0,1640,0,,,3,,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,11NOV20,25NOV20
30960,EU,EU,GB,DE,LH,LH2475,0,LHR,MUC,1350,0,1640,0,,2,,,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,13OCT20,13OCT20
30973,EU,EU,DE,GB,LH,LH2480,0,MUC,LHR,1730,0,1835,0,1,,,4,,,7,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,25OCT20,29OCT20
30975,EU,EU,DE,GB,LH,LH2480,0,MUC,LHR,1730,0,1835,0,,2,3,,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,27OCT20,28OCT20
30976,EU,EU,DE,GB,LH,LH2480,0,MUC,LHR,1730,0,1835,0,,,,,5,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,30OCT20,30OCT20
30977,EU,EU,DE,GB,LH,LH2480,0,MUC,LHR,1730,0,1835,0,,,,,,,7,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,01NOV20,01NOV20
30978,EU,EU,DE,GB,LH,LH2480,0,MUC,LHR,1730,0,1835,0,1,,,4,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,02NOV20,19NOV20
30983,EU,EU,DE,GB,LH,LH2480,0,MUC,LHR,1730,0,1835,0,,,,,5,,7,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,06NOV20,22NOV20
30990,EU,EU,GB,DE,LH,LH2481,0,LHR,MUC,1915,0,2205,0,,,,,,,7,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,25OCT20,25OCT20
30991,EU,EU,GB,DE,LH,LH2481,0,LHR,MUC,1915,0,2205,0,,2,,4,5,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,27OCT20,30OCT20
30992,EU,EU,GB,DE,LH,LH2481,0,LHR,MUC,1915,0,2205,0,1,,3,,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,26OCT20,28OCT20
30993,EU,EU,GB,DE,LH,LH2481,0,LHR,MUC,1915,0,2205,0,,,,,,,7,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,01NOV20,01NOV20
30994,EU,EU,GB,DE,LH,LH2481,0,LHR,MUC,1915,0,2205,0,1,,,,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,02NOV20,02NOV20
30995,EU,EU,GB,DE,LH,LH2481,0,LHR,MUC,1915,0,2205,0,,,,4,,,7,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,05NOV20,22NOV20
30997,EU,EU,GB,DE,LH,LH2481,0,LHR,MUC,1915,0,2205,0,1,,,,5,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,06NOV20,23NOV20
31016,EU,EU,DE,GB,LH,LH2486,0,MUC,LHR,1730,0,1830,0,,2,,,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,20OCT20,20OCT20
31017,EU,EU,DE,GB,LH,LH2486,0,MUC,LHR,1730,0,1830,0,,,,,5,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,16OCT20,16OCT20
31018,EU,EU,DE,GB,LH,LH2486,0,MUC,LHR,1730,0,1830,0,,,,,5,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,23OCT20,23OCT20
