RowNr,RD,RA,CD,CA,AL,FNR,SNR,DEP,ARR,STD,DDC,STA,ADC,Mo,Tu,We,Th,Fr,Sa,So,ACtype,ACtypefullname,AG,AGfullname,Start_Op,End_Op
23,EU,EU,DE,DE,LH,LH004,0,FRA,HAM,0730,0,0835,0,,,,4,,,,319,AirbusA319,O,Others,15OCT20,15OCT20
24,EU,EU,DE,DE,LH,LH004,0,FRA,HAM,0730,0,0835,0,,2,,,,,,CR9,CanadairRegionalJet900,O,Others,20OCT20,20OCT20
25,EU,EU,DE,DE,LH,LH004,0,FRA,HAM,0730,0,0835,0,,,,,5,,,319,AirbusA319,O,Others,16OCT20,16OCT20
26,EU,EU,DE,DE,LH,LH004,0,FRA,HAM,0730,0,0835,0,,,3,,,,,E90,EmbraerERJ190,O,Others,14OCT20,14OCT20
27,EU,EU,DE,DE,LH,LH004,0,FRA,HAM,0730,0,0835,0,,,,4,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,22OCT20,22OCT20
28,EU,EU,DE,DE,LH,LH004,0,FRA,HAM,0730,0,0835,0,,,,,5,,,32V,AirbusA320div.Typ.,W,PAXULD,23OCT20,23OCT20
29,EU,EU,DE,DE,LH,LH004,0,FRA,HAM,0730,0,0835,0,,2,,,,,,CR9,CanadairRegionalJet900,O,Others,27OCT20,27OCT20
30,EU,EU,DE,DE,LH,LH004,0,FRA,HAM,0730,0,0835,0,,,3,,,,,E90,EmbraerERJ190,O,Others,28OCT20,28OCT20
31,EU,EU,DE,DE,LH,LH004,0,FRA,HAM,0730,0,0835,0,,,,4,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,29OCT20,29OCT20
32,EU,EU,DE,DE,LH,LH004,0,FRA,HAM,0730,0,0835,0,,,,,5,,,319,AirbusA319,O,Others,30OCT20,30OCT20
33,EU,EU,DE,DE,LH,LH004,0,FRA,HAM,0730,0,0835,0,,,,,,,7,E90,EmbraerERJ190,O,Others,18OCT20,18OCT20
34,EU,EU,DE,DE,LH,LH004,0,FRA,HAM,0730,0,0835,0,1,,,,,,,319,AirbusA319,O,Others,19OCT20,19OCT20
35,EU,EU,DE,DE,LH,LH004,0,FRA,HAM,0730,0,0835,0,,,3,,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,21OCT20,21OCT20
36,EU,EU,DE,DE,LH,LH004,0,FRA,HAM,0730,0,0835,0,1,,,,,,,319,AirbusA319,O,Others,26OCT20,26OCT20
47,EU,EU,DE,DE,LH,LH004,0,FRA,HAM,0730,0,0835,0,,,,,5,,,319,AirbusA319,O,Others,06NOV20,06NOV20
48,EU,EU,DE,DE,LH,LH004,0,FRA,HAM,0730,0,0835,0,,2,,,,,,319,AirbusA319,O,Others,03NOV20,03NOV20
49,EU,EU,DE,DE,LH,LH004,0,FRA,HAM,0730,0,0835,0,,,3,,,,,319,AirbusA319,O,Others,04NOV20,04NOV20
50,EU,EU,DE,DE,LH,LH004,0,FRA,HAM,0730,0,0835,0,,,,4,,,,319,AirbusA319,O,Others,12NOV20,12NOV20
51,EU,EU,DE,DE,LH,LH004,0,FRA,HAM,0730,0,0835,0,,,,4,,,,319,AirbusA319,O,Others,05NOV20,05NOV20
55,EU,EU,DE,DE,LH,LH004,0,FRA,HAM,0730,0,0835,0,1,,,,,,,319,AirbusA319,O,Others,02NOV20,09NOV20
56,EU,EU,DE,DE,LH,LH004,0,FRA,HAM,0730,0,0835,0,,2,,,,,,319,AirbusA319,O,Others,10NOV20,10NOV20
57,EU,EU,DE,DE,LH,LH004,0,FRA,HAM,0730,0,0835,0,,,3,,,,,319,AirbusA319,O,Others,11NOV20,11NOV20
58,EU,EU,DE,DE,LH,LH004,0,FRA,HAM,0730,0,0835,0,,2,,,,,,CR9,CanadairRegionalJet900,O,Others,13OCT20,13OCT20
63,EU,EU,DE,DE,LH,LH005,0,HAM,FRA,0700,0,0810,0,,,,,,,7,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,18OCT20,18OCT20
64,EU,EU,DE,DE,LH,LH005,0,HAM,FRA,0700,0,0810,0,,,,,5,,,32V,AirbusA320div.Typ.,W,PAXULD,16OCT20,16OCT20
65,EU,EU,DE,DE,LH,LH005,0,HAM,FRA,0700,0,0810,0,,2,,,,,,319,AirbusA319,O,Others,20OCT20,20OCT20
66,EU,EU,DE,DE,LH,LH005,0,HAM,FRA,0700,0,0810,0,1,,,,,,,319,AirbusA319,O,Others,19OCT20,19OCT20
67,EU,EU,DE,DE,LH,LH005,0,HAM,FRA,0700,0,0810,0,,,,,,6,,319,AirbusA319,O,Others,17OCT20,17OCT20
68,EU,EU,DE,DE,LH,LH005,0,HAM,FRA,0700,0,0810,0,,2,,,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,13OCT20,13OCT20
69,EU,EU,DE,DE,LH,LH005,0,HAM,FRA,0700,0,0810,0,,,3,,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,14OCT20,14OCT20
70,EU,EU,DE,DE,LH,LH005,0,HAM,FRA,0700,0,0810,0,,,,4,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,15OCT20,15OCT20
71,EU,EU,DE,DE,LH,LH005,0,HAM,FRA,0700,0,0810,0,,,,,,6,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,24OCT20,24OCT20
72,EU,EU,DE,DE,LH,LH005,0,HAM,FRA,0700,0,0810,0,,,3,4,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,21OCT20,22OCT20
73,EU,EU,DE,DE,LH,LH005,0,HAM,FRA,0700,0,0810,0,,,,,5,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,23OCT20,23OCT20
74,EU,EU,DE,DE,LH,LH005,0,HAM,FRA,0700,0,0810,0,,,,,,,7,319,AirbusA319,O,Others,25OCT20,25OCT20
80,EU,EU,DE,DE,LH,LH005,0,HAM,FRA,0700,0,0810,0,1,2,,,,,,319,AirbusA319,O,Others,26OCT20,27OCT20
81,EU,EU,DE,DE,LH,LH005,0,HAM,FRA,0700,0,0810,0,,,,,5,,,319,AirbusA319,O,Others,30OCT20,30OCT20
82,EU,EU,DE,DE,LH,LH005,0,HAM,FRA,0700,0,0810,0,,,3,,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,28OCT20,28OCT20
83,EU,EU,DE,DE,LH,LH005,0,HAM,FRA,0700,0,0810,0,,,,4,,,,319,AirbusA319,O,Others,29OCT20,29OCT20
84,EU,EU,DE,DE,LH,LH005,0,HAM,FRA,0700,0,0810,0,,,,,,6,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,31OCT20,31OCT20
85,EU,EU,DE,DE,LH,LH005,0,HAM,FRA,0700,0,0810,0,,,3,,,,,32V,AirbusA320div.Typ.,W,PAXULD,04NOV20,04NOV20
86,EU,EU,DE,DE,LH,LH005,0,HAM,FRA,0700,0,0810,0,,,,,,6,,319,AirbusA319,O,Others,07NOV20,07NOV20
88,EU,EU,DE,DE,LH,LH005,0,HAM,FRA,0700,0,0810,0,,,,,,,7,32V,AirbusA320div.Typ.,W,PAXULD,01NOV20,01NOV20
119,EU,EU,DE,DE,LH,LH005,0,HAM,FRA,0700,0,0810,0,,,,,,,7,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,08NOV20,08NOV20
120,EU,EU,DE,DE,LH,LH005,0,HAM,FRA,0700,0,0810,0,,,,,5,,,319,AirbusA319,O,Others,06NOV20,06NOV20
122,EU,EU,DE,DE,LH,LH005,0,HAM,FRA,0700,0,0810,0,,,,4,,,,319,AirbusA319,O,Others,05NOV20,12NOV20
123,EU,EU,DE,DE,LH,LH005,0,HAM,FRA,0700,0,0810,0,1,,,,,,,319,AirbusA319,O,Others,02NOV20,02NOV20
124,EU,EU,DE,DE,LH,LH005,0,HAM,FRA,0700,0,0810,0,,2,,,,,,319,AirbusA319,O,Others,03NOV20,03NOV20
133,EU,EU,DE,DE,LH,LH005,0,HAM,FRA,0700,0,0810,0,1,,,,,,,319,AirbusA319,O,Others,09NOV20,09NOV20
134,EU,EU,DE,DE,LH,LH005,0,HAM,FRA,0700,0,0810,0,,2,,,,,,319,AirbusA319,O,Others,10NOV20,10NOV20
135,EU,EU,DE,DE,LH,LH005,0,HAM,FRA,0700,0,0810,0,,,3,,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,11NOV20,11NOV20
159,EU,EU,DE,DE,LH,LH007,0,HAM,FRA,0800,0,0910,0,,,,,,6,,319,AirbusA319,O,Others,17OCT20,17OCT20
160,EU,EU,DE,DE,LH,LH007,0,HAM,FRA,0800,0,0910,0,,,,,5,,,319,AirbusA319,O,Others,16OCT20,16OCT20
161,EU,EU,DE,DE,LH,LH007,0,HAM,FRA,0800,0,0910,0,,,,,,6,,319,AirbusA319,O,Others,24OCT20,24OCT20
162,EU,EU,DE,DE,LH,LH007,0,HAM,FRA,0800,0,0910,0,,,3,4,,,,319,AirbusA319,O,Others,14OCT20,15OCT20
166,EU,EU,DE,DE,LH,LH007,0,HAM,FRA,0800,0,0910,0,1,2,3,,,,,319,AirbusA319,O,Others,19OCT20,21OCT20
167,EU,EU,DE,DE,LH,LH007,0,HAM,FRA,0800,0,0910,0,,,,,5,,,319,AirbusA319,O,Others,23OCT20,23OCT20
168,EU,EU,DE,DE,LH,LH007,0,HAM,FRA,0800,0,0910,0,,,,4,,,,319,AirbusA319,O,Others,22OCT20,22OCT20
177,EU,EU,DE,DE,LH,LH007,0,HAM,FRA,0800,0,0910,0,1,2,3,4,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,26OCT20,29OCT20
178,EU,EU,DE,DE,LH,LH007,0,HAM,FRA,0800,0,0910,0,,,,,5,,,32V,AirbusA320div.Typ.,W,PAXULD,30OCT20,30OCT20
182,EU,EU,DE,DE,LH,LH007,0,HAM,FRA,0800,0,0910,0,,,,,,6,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,31OCT20,31OCT20
183,EU,EU,DE,DE,LH,LH007,0,HAM,FRA,0800,0,0910,0,,,,,,6,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,07NOV20,14NOV20
188,EU,EU,DE,DE,LH,LH007,0,HAM,FRA,0800,0,0910,0,,,,4,5,,,319,AirbusA319,O,Others,12NOV20,13NOV20
189,EU,EU,DE,DE,LH,LH007,0,HAM,FRA,0800,0,0910,0,,,,4,5,,,319,AirbusA319,O,Others,05NOV20,06NOV20
190,EU,EU,DE,DE,LH,LH007,0,HAM,FRA,0800,0,0910,0,1,2,3,,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,02NOV20,04NOV20
191,EU,EU,DE,DE,LH,LH007,0,HAM,FRA,0800,0,0910,0,1,2,3,,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,09NOV20,11NOV20
192,EU,EU,DE,DE,LH,LH007,0,HAM,FRA,0800,0,0910,0,,2,,,,,,319,AirbusA319,O,Others,13OCT20,13OCT20
195,EU,EU,DE,DE,LH,LH008,0,FRA,HAM,0900,0,1005,0,,,,,5,,,32V,AirbusA320div.Typ.,W,PAXULD,16OCT20,16OCT20
196,EU,EU,DE,DE,LH,LH008,0,FRA,HAM,0900,0,1005,0,,2,,,,,,319,AirbusA319,O,Others,20OCT20,20OCT20
197,EU,EU,DE,DE,LH,LH008,0,FRA,HAM,0900,0,1005,0,,,,4,,,,319,AirbusA319,O,Others,22OCT20,22OCT20
198,EU,EU,DE,DE,LH,LH008,0,FRA,HAM,0900,0,1005,0,,,,,5,,,32V,AirbusA320div.Typ.,W,PAXULD,23OCT20,23OCT20
199,EU,EU,DE,DE,LH,LH008,0,FRA,HAM,0900,0,1005,0,,,,,,6,,32V,AirbusA320div.Typ.,W,PAXULD,17OCT20,17OCT20
201,EU,EU,DE,DE,LH,LH008,0,FRA,HAM,0900,0,1005,0,1,,,,,,,319,AirbusA319,O,Others,26OCT20,26OCT20
210,EU,EU,DE,DE,LH,LH008,0,FRA,HAM,0900,0,1005,0,,,,,5,,,319,AirbusA319,O,Others,30OCT20,30OCT20
211,EU,EU,DE,DE,LH,LH008,0,FRA,HAM,0900,0,1005,0,,,,,,,7,319,AirbusA319,O,Others,18OCT20,18OCT20
212,EU,EU,DE,DE,LH,LH008,0,FRA,HAM,0900,0,1005,0,1,,,,,,,319,AirbusA319,O,Others,19OCT20,19OCT20
213,EU,EU,DE,DE,LH,LH008,0,FRA,HAM,0900,0,1005,0,,,3,,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,21OCT20,21OCT20
214,EU,EU,DE,DE,LH,LH008,0,FRA,HAM,0900,0,1005,0,,,,,,,7,E90,EmbraerERJ190,O,Others,25OCT20,25OCT20
215,EU,EU,DE,DE,LH,LH008,0,FRA,HAM,0900,0,1005,0,,,3,,,,,319,AirbusA319,O,Others,28OCT20,28OCT20
216,EU,EU,DE,DE,LH,LH008,0,FRA,HAM,0900,0,1005,0,,2,,,,,,319,AirbusA319,O,Others,27OCT20,27OCT20
217,EU,EU,DE,DE,LH,LH008,0,FRA,HAM,0900,0,1005,0,,,,4,,,,E90,EmbraerERJ190,O,Others,29OCT20,29OCT20
218,EU,EU,DE,DE,LH,LH008,0,FRA,HAM,0900,0,1005,0,,,,,,6,,E90,EmbraerERJ190,O,Others,31OCT20,31OCT20
222,EU,EU,DE,DE,LH,LH008,0,FRA,HAM,0900,0,1005,0,1,,,,,,,319,AirbusA319,O,Others,02NOV20,02NOV20
223,EU,EU,DE,DE,LH,LH008,0,FRA,HAM,0900,0,1005,0,,2,,4,,,,319,AirbusA319,O,Others,03NOV20,05NOV20
224,EU,EU,DE,DE,LH,LH008,0,FRA,HAM,0900,0,1005,0,,,3,,,,,319,AirbusA319,O,Others,04NOV20,04NOV20
225,EU,EU,DE,DE,LH,LH008,0,FRA,HAM,0900,0,1005,0,,,,,,6,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,24OCT20,24OCT20
226,EU,EU,DE,DE,LH,LH008,0,FRA,HAM,0900,0,1005,0,,,,,5,,,319,AirbusA319,O,Others,06NOV20,06NOV20
227,EU,EU,DE,DE,LH,LH008,0,FRA,HAM,0900,0,1005,0,,,,4,,,,319,AirbusA319,O,Others,15OCT20,15OCT20
232,EU,EU,DE,DE,LH,LH008,0,FRA,HAM,0900,0,1005,0,,,,,,,7,E90,EmbraerERJ190,O,Others,01NOV20,01NOV20
235,EU,EU,DE,DE,LH,LH008,0,FRA,HAM,0900,0,1005,0,,,,,,6,,319,AirbusA319,O,Others,07NOV20,07NOV20
242,EU,EU,DE,DE,LH,LH008,0,FRA,HAM,0900,0,1005,0,,,,4,,,,319,AirbusA319,O,Others,12NOV20,12NOV20
273,EU,EU,DE,DE,LH,LH008,0,FRA,HAM,0900,0,1005,0,,,,,,,7,319,AirbusA319,O,Others,08NOV20,08NOV20
274,EU,EU,DE,DE,LH,LH008,0,FRA,HAM,0900,0,1005,0,1,,3,,,,,319,AirbusA319,O,Others,09NOV20,11NOV20
275,EU,EU,DE,DE,LH,LH008,0,FRA,HAM,0900,0,1005,0,,2,,,,,,319,AirbusA319,O,Others,10NOV20,10NOV20
276,EU,EU,DE,DE,LH,LH008,0,FRA,HAM,0900,0,1005,0,,2,,,,,,319,AirbusA319,O,Others,13OCT20,13OCT20
277,EU,EU,DE,DE,LH,LH008,0,FRA,HAM,0900,0,1005,0,,,3,,,,,319,AirbusA319,O,Others,14OCT20,14OCT20
328,EU,EU,DE,DE,LH,LH011,0,HAM,FRA,0930,0,1040,0,,,,,5,,,319,AirbusA319,O,Others,16OCT20,16OCT20
329,EU,EU,DE,DE,LH,LH011,0,HAM,FRA,0930,0,1040,0,,2,,,,,,CR9,CanadairRegionalJet900,O,Others,20OCT20,20OCT20
330,EU,EU,DE,DE,LH,LH011,0,HAM,FRA,0930,0,1040,0,,,3,,,,,E90,EmbraerERJ190,O,Others,14OCT20,14OCT20
331,EU,EU,DE,DE,LH,LH011,0,HAM,FRA,0930,0,1040,0,,,,4,,,,319,AirbusA319,O,Others,15OCT20,15OCT20
332,EU,EU,DE,DE,LH,LH011,0,HAM,FRA,0930,0,1040,0,,,,4,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,22OCT20,22OCT20
333,EU,EU,DE,DE,LH,LH011,0,HAM,FRA,0930,0,1040,0,,2,,,,,,CR9,CanadairRegionalJet900,O,Others,27OCT20,27OCT20
334,EU,EU,DE,DE,LH,LH011,0,HAM,FRA,0930,0,1040,0,,,,4,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,29OCT20,29OCT20
348,EU,EU,DE,DE,LH,LH011,0,HAM,FRA,0930,0,1040,0,,,,,,,7,E90,EmbraerERJ190,O,Others,18OCT20,18OCT20
349,EU,EU,DE,DE,LH,LH011,0,HAM,FRA,0930,0,1040,0,1,,,,,,,319,AirbusA319,O,Others,19OCT20,19OCT20
350,EU,EU,DE,DE,LH,LH011,0,HAM,FRA,0930,0,1040,0,,,3,,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,21OCT20,21OCT20
351,EU,EU,DE,DE,LH,LH011,0,HAM,FRA,0930,0,1040,0,1,,,,,,,319,AirbusA319,O,Others,26OCT20,26OCT20
353,EU,EU,DE,DE,LH,LH011,0,HAM,FRA,0930,0,1040,0,,,3,,,,,E90,EmbraerERJ190,O,Others,28OCT20,28OCT20
354,EU,EU,DE,DE,LH,LH011,0,HAM,FRA,0930,0,1040,0,,,,,5,,,32V,AirbusA320div.Typ.,W,PAXULD,23OCT20,23OCT20
363,EU,EU,DE,DE,LH,LH011,0,HAM,FRA,0930,0,1040,0,,,,,5,,,319,AirbusA319,O,Others,30OCT20,30OCT20
369,EU,EU,DE,DE,LH,LH011,0,HAM,FRA,0930,0,1040,0,,,,,5,,,319,AirbusA319,O,Others,06NOV20,06NOV20
370,EU,EU,DE,DE,LH,LH011,0,HAM,FRA,0930,0,1040,0,,2,,,,,,319,AirbusA319,O,Others,03NOV20,10NOV20
371,EU,EU,DE,DE,LH,LH011,0,HAM,FRA,0930,0,1040,0,,,3,,,,,319,AirbusA319,O,Others,04NOV20,04NOV20
372,EU,EU,DE,DE,LH,LH011,0,HAM,FRA,0930,0,1040,0,,,,4,,,,319,AirbusA319,O,Others,05NOV20,05NOV20
373,EU,EU,DE,DE,LH,LH011,0,HAM,FRA,0930,0,1040,0,,,,4,,,,319,AirbusA319,O,Others,12NOV20,12NOV20
377,EU,EU,DE,DE,LH,LH011,0,HAM,FRA,0930,0,1040,0,1,,,,,,,319,AirbusA319,O,Others,02NOV20,09NOV20
378,EU,EU,DE,DE,LH,LH011,0,HAM,FRA,0930,0,1040,0,,,3,,,,,319,AirbusA319,O,Others,11NOV20,11NOV20
379,EU,EU,DE,DE,LH,LH011,0,HAM,FRA,0930,0,1040,0,,2,,,,,,CR9,CanadairRegionalJet900,O,Others,13OCT20,13OCT20
469,EU,EU,DE,DE,LH,LH015,0,HAM,FRA,1100,0,1210,0,,,,,,6,,32V,AirbusA320div.Typ.,W,PAXULD,17OCT20,17OCT20
470,EU,EU,DE,DE,LH,LH015,0,HAM,FRA,1100,0,1210,0,,,,,5,,,32V,AirbusA320div.Typ.,W,PAXULD,16OCT20,16OCT20
471,EU,EU,DE,DE,LH,LH015,0,HAM,FRA,1100,0,1210,0,,,,4,,,,319,AirbusA319,O,Others,15OCT20,15OCT20
472,EU,EU,DE,DE,LH,LH015,0,HAM,FRA,1100,0,1210,0,1,2,,,,,,319,AirbusA319,O,Others,26OCT20,27OCT20
482,EU,EU,DE,DE,LH,LH015,0,HAM,FRA,1100,0,1210,0,,,,,5,,,319,AirbusA319,O,Others,30OCT20,30OCT20
483,EU,EU,DE,DE,LH,LH015,0,HAM,FRA,1100,0,1210,0,,,3,,,,,319,AirbusA319,O,Others,28OCT20,28OCT20
484,EU,EU,DE,DE,LH,LH015,0,HAM,FRA,1100,0,1210,0,,,,4,,,,E90,EmbraerERJ190,O,Others,29OCT20,29OCT20
485,EU,EU,DE,DE,LH,LH015,0,HAM,FRA,1100,0,1210,0,,,,,,6,,E90,EmbraerERJ190,O,Others,31OCT20,31OCT20
492,EU,EU,DE,DE,LH,LH015,0,HAM,FRA,1100,0,1210,0,,,,,,,7,319,AirbusA319,O,Others,18OCT20,18OCT20
493,EU,EU,DE,DE,LH,LH015,0,HAM,FRA,1100,0,1210,0,1,,,,,,,319,AirbusA319,O,Others,19OCT20,19OCT20
494,EU,EU,DE,DE,LH,LH015,0,HAM,FRA,1100,0,1210,0,,2,,,,,,319,AirbusA319,O,Others,20OCT20,20OCT20
495,EU,EU,DE,DE,LH,LH015,0,HAM,FRA,1100,0,1210,0,,,3,,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,21OCT20,21OCT20
496,EU,EU,DE,DE,LH,LH015,0,HAM,FRA,1100,0,1210,0,,,,4,,,,319,AirbusA319,O,Others,22OCT20,22OCT20
497,EU,EU,DE,DE,LH,LH015,0,HAM,FRA,1100,0,1210,0,,,,,5,,,32V,AirbusA320div.Typ.,W,PAXULD,23OCT20,23OCT20
498,EU,EU,DE,DE,LH,LH015,0,HAM,FRA,1100,0,1210,0,1,,3,,,,,319,AirbusA319,O,Others,02NOV20,04NOV20
499,EU,EU,DE,DE,LH,LH015,0,HAM,FRA,1100,0,1210,0,,2,,,,,,319,AirbusA319,O,Others,03NOV20,03NOV20
500,EU,EU,DE,DE,LH,LH015,0,HAM,FRA,1100,0,1210,0,,,,,,6,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,24OCT20,24OCT20
501,EU,EU,DE,DE,LH,LH015,0,HAM,FRA,1100,0,1210,0,,,,4,,,,319,AirbusA319,O,Others,05NOV20,05NOV20
502,EU,EU,DE,DE,LH,LH015,0,HAM,FRA,1100,0,1210,0,,,,,5,,,319,AirbusA319,O,Others,06NOV20,06NOV20
503,EU,EU,DE,DE,LH,LH015,0,HAM,FRA,1100,0,1210,0,,,,,,,7,E90,EmbraerERJ190,O,Others,25OCT20,25OCT20
527,EU,EU,DE,DE,LH,LH015,0,HAM,FRA,1100,0,1210,0,,,,,,,7,E90,EmbraerERJ190,O,Others,01NOV20,01NOV20
528,EU,EU,DE,DE,LH,LH015,0,HAM,FRA,1100,0,1210,0,,,,,,6,,319,AirbusA319,O,Others,07NOV20,07NOV20
529,EU,EU,DE,DE,LH,LH015,0,HAM,FRA,1100,0,1210,0,,,,4,,,,319,AirbusA319,O,Others,12NOV20,12NOV20
560,EU,EU,DE,DE,LH,LH015,0,HAM,FRA,1100,0,1210,0,,,,,,,7,319,AirbusA319,O,Others,08NOV20,08NOV20
561,EU,EU,DE,DE,LH,LH015,0,HAM,FRA,1100,0,1210,0,1,,3,,,,,319,AirbusA319,O,Others,09NOV20,11NOV20
562,EU,EU,DE,DE,LH,LH015,0,HAM,FRA,1100,0,1210,0,,2,,,,,,319,AirbusA319,O,Others,10NOV20,10NOV20
563,EU,EU,DE,DE,LH,LH015,0,HAM,FRA,1100,0,1210,0,,2,,,,,,319,AirbusA319,O,Others,13OCT20,13OCT20
564,EU,EU,DE,DE,LH,LH015,0,HAM,FRA,1100,0,1210,0,,,3,,,,,319,AirbusA319,O,Others,14OCT20,14OCT20
589,EU,EU,DE,DE,LH,LH018,0,FRA,HAM,1400,0,1505,0,,,3,,,,,E90,EmbraerERJ190,O,Others,14OCT20,14OCT20
590,EU,EU,DE,DE,LH,LH018,0,FRA,HAM,1400,0,1505,0,,,,,,6,,319,AirbusA319,O,Others,17OCT20,17OCT20
591,EU,EU,DE,DE,LH,LH018,0,FRA,HAM,1400,0,1505,0,,,,,,,7,32V,AirbusA320div.Typ.,W,PAXULD,18OCT20,18OCT20
592,EU,EU,DE,DE,LH,LH018,0,FRA,HAM,1400,0,1505,0,1,,,,,,,32V,AirbusA320div.Typ.,W,PAXULD,19OCT20,19OCT20
593,EU,EU,DE,DE,LH,LH018,0,FRA,HAM,1400,0,1505,0,,,,,5,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,16OCT20,16OCT20
594,EU,EU,DE,DE,LH,LH018,0,FRA,HAM,1400,0,1505,0,,,,,,6,,319,AirbusA319,O,Others,24OCT20,24OCT20
607,EU,EU,DE,DE,LH,LH018,0,FRA,HAM,1400,0,1505,0,,,,4,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,15OCT20,15OCT20
608,EU,EU,DE,DE,LH,LH018,0,FRA,HAM,1400,0,1505,0,,,3,,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,21OCT20,21OCT20
609,EU,EU,DE,DE,LH,LH018,0,FRA,HAM,1400,0,1505,0,,2,,,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,20OCT20,20OCT20
610,EU,EU,DE,DE,LH,LH018,0,FRA,HAM,1400,0,1505,0,,,,4,,,,32V,AirbusA320div.Typ.,W,PAXULD,22OCT20,22OCT20
611,EU,EU,DE,DE,LH,LH018,0,FRA,HAM,1400,0,1505,0,,,,,,,7,32V,AirbusA320div.Typ.,W,PAXULD,25OCT20,25OCT20
614,EU,EU,DE,DE,LH,LH018,0,FRA,HAM,1400,0,1505,0,,,,,,6,,32V,AirbusA320div.Typ.,W,PAXULD,31OCT20,31OCT20
616,EU,EU,DE,DE,LH,LH018,0,FRA,HAM,1400,0,1505,0,1,,,4,,,,32V,AirbusA320div.Typ.,W,PAXULD,26OCT20,29OCT20
620,EU,EU,DE,DE,LH,LH018,0,FRA,HAM,1400,0,1505,0,,2,,,,,,319,AirbusA319,O,Others,27OCT20,27OCT20
621,EU,EU,DE,DE,LH,LH018,0,FRA,HAM,1400,0,1505,0,,,3,,,,,32N,AirbusA320NEOdiv.Typ.,W,PAXULD,28OCT20,28OCT20
626,EU,EU,DE,DE,LH,LH018,0,FRA,HAM,1400,0,1505,0,,,,,,,7,32V,AirbusA320div.Typ.,W,PAXULD,01NOV20,01NOV20
628,EU,EU,DE,DE,LH,LH018,0,FRA,HAM,1400,0,1505,0,,,,,5,,,CR9,CanadairRegionalJet900,O,Others,23OCT20,23OCT20
629,EU,EU,DE,DE,LH,LH018,0,FRA,HAM,1400,0,1505,0,,,,,5,,,32V,AirbusA320div.Typ.,W,PAXULD,30OCT20,30OCT20
630,EU,EU,DE,DE,LH,LH018,0,FRA,HAM,1400,0,1505,0,,2,,,5,,,319,AirbusA319,O,Others,06NOV20,13NOV20
636,EU,EU,DE,DE,LH,LH018,0,FRA,HAM,1400,0,1505,0,,,,4,,,,319,AirbusA319,O,Others,12NOV20,12NOV20
638,EU,EU,DE,DE,LH,LH018,0,FRA,HAM,1400,0,1505,0,,,,,,6,,32V,AirbusA320div.Typ.,W,PAXULD,07NOV20,07NOV20
646,EU,EU,DE,DE,LH,LH018,0,FRA,HAM,1400,0,1505,0,,,,4,,,,32V,AirbusA320div.Typ.,W,PAXULD,05NOV20,05NOV20
647,EU,EU,DE,DE,LH,LH018,0,FRA,HAM,1400,0,1505,0,1,,,,,,,319,AirbusA319,O,Others,09NOV20,09NOV20
648,EU,EU,DE,DE,LH,LH018,0,FRA,HAM,1400,0,1505,0,1,,,,,,,319,AirbusA319,O,Others,02NOV20,02NOV20
649,EU,EU,DE,DE,LH,LH018,0,FRA,HAM,1400,0,1505,0,,2,,,,,,CR9,CanadairRegionalJet900,O,Others,03NOV20,03NOV20
650,EU,EU,DE,DE,LH,LH018,0,FRA,HAM,1400,0,1505,0,,,3,,,,,319,AirbusA319,O,Others,11NOV20,11NOV20
651,EU,EU,DE,DE,LH,LH018,0,FRA,HAM,1400,0,1505,0,,,3,,,,,E90,EmbraerERJ190,O,Others,04NOV20,04NOV20
652,EU,EU,DE,DE,LH,LH018,0,FRA,HAM,1400,0,1505,0,,,,,,,7,32V,AirbusA320div.Typ.,W,PAXULD,08NOV20,08NOV20
